video_clip_id,target_clip_ids,video_clip_narration,target_clip_narration,instruction,modified_captions
9150651c-c1a1-477a-b88c-e2b05e4402ed_1158_1167,['9150651c-c1a1-477a-b88c-e2b05e4402ed_896_905'],#C C places the brick on the floor from the mould.,#C C removes excess clay from the brick mold with his hands.,Remove excess clay.," #C C removes excess clay from the brick mold."
9150651c-c1a1-477a-b88c-e2b05e4402ed_896_905,['9150651c-c1a1-477a-b88c-e2b05e4402ed_1158_1167'],#C C removes excess clay from the brick mold with his hands.,#C C places the brick on the floor from the mould.,Place it on the floor.," #C C places the brick mold on the floor."
986a0113-6bf3-4426-84a5-c5a78c1ee494_434_443,['986a0113-6bf3-4426-84a5-c5a78c1ee494_443_452'],#C C turns on the tap.,#C C turns off the tap.,Turn it off.," #C C turns off the tap."
986a0113-6bf3-4426-84a5-c5a78c1ee494_443_452,['986a0113-6bf3-4426-84a5-c5a78c1ee494_434_443'],#C C turns off the tap.,#C C turns on the tap.,Turn it on.," #C C turns on the tap."
6442d14c-c02a-4b90-bd52-8b3c187b851b_734_743,"['6442d14c-c02a-4b90-bd52-8b3c187b851b_624_633', '6442d14c-c02a-4b90-bd52-8b3c187b851b_743_752']",#C C feels wood with hands,#C C uses a sandpaper on wood,Sand it.," #C C sands the wood with his right hand."
6442d14c-c02a-4b90-bd52-8b3c187b851b_624_633,['6442d14c-c02a-4b90-bd52-8b3c187b851b_734_743'],#C C uses a sandpaper on wood,#C C feels wood with hands,Feel it with hands instead.," #C C feels the front porch with her hands."
6442d14c-c02a-4b90-bd52-8b3c187b851b_743_752,['6442d14c-c02a-4b90-bd52-8b3c187b851b_734_743'],#C C uses a sandpaper on wood,#C C feels wood with hands,Feel it with hands.," #C C feels the porch with her hands."
cd782861-d8d9-4eae-b642-bb4521b19e3d_135_144,['cd782861-d8d9-4eae-b642-bb4521b19e3d_0_6'],#C C drives a nail in the piece of wood on the wooden frame with the power nail gun in his right hand.,#C C picks a power nail gun from a table with both hands.,Pick up the tool with both hands.," #C C picks up the nail gun with both hands."
cd782861-d8d9-4eae-b642-bb4521b19e3d_0_6,['cd782861-d8d9-4eae-b642-bb4521b19e3d_98_107'],#C C picks a power nail gun from a table with both hands.,#C C picks some pieces of wood from the table with his left hand.,Pick them up with one hand.," #C C picks up the nail gun with one hand."
cd782861-d8d9-4eae-b642-bb4521b19e3d_0_6,['cd782861-d8d9-4eae-b642-bb4521b19e3d_135_144'],#C C picks a power nail gun from a table with both hands.,#C C drives a nail in the piece of wood on the wooden frame with the power nail gun in his right hand.,Drive the nail into the wood using one hand.," #C C drives a nail into the wood with one hand using the nail gun."
cd782861-d8d9-4eae-b642-bb4521b19e3d_0_6,['cd782861-d8d9-4eae-b642-bb4521b19e3d_86_95'],#C C picks a power nail gun from a table with both hands.,#C C removes the power nail gun in his right hand from the wooden frame in his left hand.,Remove it from the frame.," #C C removes the drill from the furniture frame."
cd782861-d8d9-4eae-b642-bb4521b19e3d_98_107,['cd782861-d8d9-4eae-b642-bb4521b19e3d_0_6'],#C C picks some pieces of wood from the table with his left hand.,#C C picks a power nail gun from a table with both hands.,Use both hands to pick up the nail gun.," #C C picks up the nail gun with both hands from the table."
cd782861-d8d9-4eae-b642-bb4521b19e3d_86_95,['cd782861-d8d9-4eae-b642-bb4521b19e3d_0_6'],#C C removes the power nail gun in his right hand from the wooden frame in his left hand.,#C C picks a power nail gun from a table with both hands.,Pick it up with both hands.," #C C picks up the nail gun with both hands."
b75bf090-1439-4b11-862b-d1dadab7f854_2596_2605,['b75bf090-1439-4b11-862b-d1dadab7f854_2678_2687'],#C C transfers the dog leash to his left hand,#C C pulls the dog leash,Pull it.," #C C pulls the dog."
b75bf090-1439-4b11-862b-d1dadab7f854_2678_2687,"['b75bf090-1439-4b11-862b-d1dadab7f854_2468_2477', 'b75bf090-1439-4b11-862b-d1dadab7f854_2596_2605']",#C C pulls the dog leash,#C C moves the dog leash to his left hand,Switch it to the other hand.," #C C walks with his dog on the road, holding the leash in his left hand."
b75bf090-1439-4b11-862b-d1dadab7f854_2468_2477,['b75bf090-1439-4b11-862b-d1dadab7f854_2678_2687'],#C C moves the dog leash to his left hand,#C C pulls the dog leash,Pull on it.," #C C pulls on his face"
835e2f43-bdb5-48fc-a821-cea7b7ba66a2_775_784,['835e2f43-bdb5-48fc-a821-cea7b7ba66a2_596_605'],#C C lifts the glass,#C C picks another glass from the table,Pick a different one.," #C C picks another glass."
835e2f43-bdb5-48fc-a821-cea7b7ba66a2_596_605,['835e2f43-bdb5-48fc-a821-cea7b7ba66a2_775_784'],#C C picks another glass from the table,#C C lifts the glass,Lift it.," #C C lifts the wine glass from the table"
ccbc0c8d-f31e-46ca-af7b-872c35550457_1234_1243,['ccbc0c8d-f31e-46ca-af7b-872c35550457_1307_1316'],#C C Picks can from the table,#C C Places the can on the table,Place it down.," #O woman W places the drink down."
ccbc0c8d-f31e-46ca-af7b-872c35550457_1367_1376,"['ccbc0c8d-f31e-46ca-af7b-872c35550457_1355_1364', 'ccbc0c8d-f31e-46ca-af7b-872c35550457_1412_1421']",#C C Withdraws right hand from the can,#C C Grabs the can,Grab it.," #O man Y grabs the bottle from the table"
ccbc0c8d-f31e-46ca-af7b-872c35550457_1412_1421,['ccbc0c8d-f31e-46ca-af7b-872c35550457_1367_1376'],#C C Grabs the can on the table,#C C Withdraws right hand from the can,Withdraw hand.," #C C withdraws hand from the table."
ccbc0c8d-f31e-46ca-af7b-872c35550457_1307_1316,['ccbc0c8d-f31e-46ca-af7b-872c35550457_1234_1243'],#C C Places the can on the table,#C C Picks can from the table,Pick it up.," #O man Y picks up the object."
ccbc0c8d-f31e-46ca-af7b-872c35550457_1355_1364,['ccbc0c8d-f31e-46ca-af7b-872c35550457_1367_1376'],#C C Grabs the can,#C C Withdraws right hand from the can,Withdraw the hand.," #C C withdraws hand from the table."
52d94d3d-5e0b-4bdb-9048-55dcf06b4f9d_55_64,['52d94d3d-5e0b-4bdb-9048-55dcf06b4f9d_819_828'],#C C cuts the grasses in the farm with the electric grass cutter,#C C stops trimming grasses.,Stop trimming.," #C C stops the lawn mower."
40067da0-8e8f-4ca3-b652-07a5b847e460_821_830,['40067da0-8e8f-4ca3-b652-07a5b847e460_802_811'],#C C sews the cloth with the sewing machine,#C C places the cloth on the sewing machine,Place it on the machine.," #C C places the cloth on the sewing machine"
40067da0-8e8f-4ca3-b652-07a5b847e460_802_811,['40067da0-8e8f-4ca3-b652-07a5b847e460_821_830'],#C C places the cloth on the sewing machine,#C C sews the cloth with the sewing machine,Begin sewing.," #c c begins sewing."
75141dec-d6b3-4e2e-a144-5a126abf7dac_605_614,['75141dec-d6b3-4e2e-a144-5a126abf7dac_769_778'],#C C loosens the screws of the tire of a motorcycle with a wheel wrench.,#C C removes the tire from the motorcycle with his both hands.,Remove the tire with both hands.," #C C removes the tire with both hands."
75141dec-d6b3-4e2e-a144-5a126abf7dac_769_778,['75141dec-d6b3-4e2e-a144-5a126abf7dac_605_614'],#C C removes the tire from the motorcycle with his both hands.,#C C loosens the screws of the tire of a motorcycle with a wheel wrench.,Loosen the screws instead.," #C C loosens the tire screws with his right hand."
75141dec-d6b3-4e2e-a144-5a126abf7dac_689_698,['75141dec-d6b3-4e2e-a144-5a126abf7dac_769_778'],#C C rolls the tire of the motorcycle with his left hand.,#C C removes the tire from the motorcycle with his both hands.,Remove the tire with both hands.," #C C removes the tire with both hands."
75141dec-d6b3-4e2e-a144-5a126abf7dac_689_698,['75141dec-d6b3-4e2e-a144-5a126abf7dac_605_614'],#C C rolls the tire of the motorcycle with his left hand.,#C C loosens the screws of the tire of a motorcycle with a wheel wrench.,Use the tool to loosen screws.," #C C uses a tool to loosen screws."
f65d6186-b882-42c7-8660-3ceb7d75fc44_4150_4159,['f65d6186-b882-42c7-8660-3ceb7d75fc44_4173_4182'],#C C scoops soil with his hands,#C C collects soil in to a heap with his leg,Collect it into a heap with the leg.," #C C collects it into a heap with his leg."
f65d6186-b882-42c7-8660-3ceb7d75fc44_4173_4182,['f65d6186-b882-42c7-8660-3ceb7d75fc44_4150_4159'],#C C collects soil in to a heap with his leg,#C C scoops soil with his hands,Scoop it with hands.," #C C scoops bricks at the construction site with his hands."
58b2a4a4-b721-4753-bfc3-478cdb5bd1a8_88_97,"['58b2a4a4-b721-4753-bfc3-478cdb5bd1a8_101_110', '58b2a4a4-b721-4753-bfc3-478cdb5bd1a8_3_12']",#C C walks away from the dinning table to the kitchen counter,#C C walks back to the dinning table,Walk back to the table.," #C C walks back to the table."
58b2a4a4-b721-4753-bfc3-478cdb5bd1a8_101_110,['58b2a4a4-b721-4753-bfc3-478cdb5bd1a8_88_97'],#C C walks back to the dinning table,#C C walks away from the dinning table to the kitchen counter,Walk to the kitchen counter instead.," #C C walks to the kitchen counter."
58b2a4a4-b721-4753-bfc3-478cdb5bd1a8_3_12,['58b2a4a4-b721-4753-bfc3-478cdb5bd1a8_88_97'],#C C walks towards a dinning table,#C C walks away from the dinning table to the kitchen counter,Walk away towards the counter.," #C C walks towards the counter."
37582977-97fb-4df7-bc26-3a95af124730_0_6,['37582977-97fb-4df7-bc26-3a95af124730_294_303'],#C C picks up a sock from a table,#C C sews the sock on his left hand with needle and thread,Sew it.," #C C sews the sock."
9ad4f150-15fe-4e1b-b145-331475afbe0c_730_739,['9ad4f150-15fe-4e1b-b145-331475afbe0c_806_815'],#C C takes the foam from the bucket,#C C takes the foam from the floor,Take it from the floor.," #C C takes the caulking gun from the floor."
9ad4f150-15fe-4e1b-b145-331475afbe0c_730_739,['9ad4f150-15fe-4e1b-b145-331475afbe0c_817_826'],#C C takes the foam from the bucket,#C C washes the foam in the bucket,Wash it.," #C C washes the caulking gun."
9ad4f150-15fe-4e1b-b145-331475afbe0c_817_826,"['9ad4f150-15fe-4e1b-b145-331475afbe0c_730_739', '9ad4f150-15fe-4e1b-b145-331475afbe0c_623_632']",#C C washes the foam in the bucket,#C C takes the foam from the bucket,Take it out.," #C C takes the foam out of the bucket."
9ad4f150-15fe-4e1b-b145-331475afbe0c_806_815,"['9ad4f150-15fe-4e1b-b145-331475afbe0c_730_739', '9ad4f150-15fe-4e1b-b145-331475afbe0c_623_632']",#C C takes the foam from the floor,#C C takes the foam from the bucket,Take it from the bucket.," #C C takes the foam from the bucket."
9ad4f150-15fe-4e1b-b145-331475afbe0c_878_887,['9ad4f150-15fe-4e1b-b145-331475afbe0c_817_826'],#C C wipes the corner of the wall with the foam,#C C washes the foam in the bucket,Wash it in the bucket.," #C C washes the foam in the bucket."
9ad4f150-15fe-4e1b-b145-331475afbe0c_623_632,['9ad4f150-15fe-4e1b-b145-331475afbe0c_806_815'],#C C takes a foam from the bucket,#C C takes the foam from the floor,Take it from the floor.," #C C picks up the foam from the floor."
9ad4f150-15fe-4e1b-b145-331475afbe0c_623_632,['9ad4f150-15fe-4e1b-b145-331475afbe0c_817_826'],#C C takes a foam from the bucket,#C C washes the foam in the bucket,Wash it.," #C C washes the foam."
d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_86_95,['d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_244_253'],#C C covers the blender cup with her left hand.,#C C opens the blender cup.,Open it instead.," #C C opens the mixer."
d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_162_171,['d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_244_253'],#C C covers the blender cup with her left hand.,#C C opens the blender cup.,Open it instead.," #C C opens the blender."
d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_0_5,['d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_197_206'],#C C removes a blender cup with both hands.,#C C attaches the blender cup back to the blender.,Attach it back.," #C C attaches the rice back."
d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_244_253,"['d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_86_95', 'd27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_162_171']",#C C opens the blender cup.,#C C covers the blender cup with her left hand.,Cover it instead.," #C C covers the mixture"
d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_197_206,['d27d4db8-c1c5-46e0-af9f-bc9aa24f1d4c_0_5'],#C C attaches the blender cup back to the blender.,#C C removes a blender cup with both hands.,Remove it instead.," #C C removes the blender jug with her right hand"
dd5214e7-85bb-41b4-93e0-5ef34b8af687_781_790,['dd5214e7-85bb-41b4-93e0-5ef34b8af687_695_704'],#C C climbs down the ladder.,#C C climbs up the ladder.,Climb up instead.," #C C climbs up the ladder"
dd5214e7-85bb-41b4-93e0-5ef34b8af687_695_704,"['dd5214e7-85bb-41b4-93e0-5ef34b8af687_781_790', 'dd5214e7-85bb-41b4-93e0-5ef34b8af687_814_823']",#C C climbs up the ladder.,#C C climbs down the ladder.,Climb down.," #C C climbs down the ladder."
dd5214e7-85bb-41b4-93e0-5ef34b8af687_814_823,['dd5214e7-85bb-41b4-93e0-5ef34b8af687_695_704'],#C C climbs down the ladder.,#C C climbs up the ladder.,Climb up instead.," #C C climbs up the house."
c7715af7-8687-41b7-94ec-51e526450637_53_62,['c7715af7-8687-41b7-94ec-51e526450637_41_50'],#C C places the kneading pin on the kneading table,#C C takes a kneading pin from the kneading table,Take it from the table.," #C C takes flour from the table."
c7715af7-8687-41b7-94ec-51e526450637_41_50,['c7715af7-8687-41b7-94ec-51e526450637_53_62'],#C C takes a kneading pin from the kneading table,#C C places the kneading pin on the kneading table,Place it on the table.," #C C places the dough on the table."
11286c45-7869-4b84-81a5-7fcb9a247e9d_16_25,['11286c45-7869-4b84-81a5-7fcb9a247e9d_58_67'],#C C closes the tap with her right hand,#C C closes the tap with her left hand,Use the other hand.," #C C cleans the bowl with his left hand."
11286c45-7869-4b84-81a5-7fcb9a247e9d_58_67,['11286c45-7869-4b84-81a5-7fcb9a247e9d_16_25'],#C C closes the tap with her left hand,#C C closes the tap with her right hand,Use the other hand.," #C C washes the bowl with his left hand."
407f8e81-9a21-4d21-ac02-dff9058fe61d_548_557,['407f8e81-9a21-4d21-ac02-dff9058fe61d_587_596'],#C C picks up a polished plank from the table of planks with his left hand.,#C C picks up a nailer from a table of planks with his left hand.,Pick up the nailer instead.," #C C picks up the nailer from the table with both hands."
407f8e81-9a21-4d21-ac02-dff9058fe61d_587_596,['407f8e81-9a21-4d21-ac02-dff9058fe61d_548_557'],#C C picks up a nailer from a table of planks with his left hand.,#C C picks up a polished plank from the table of planks with his left hand.,Pick up the plank instead.," #C C picks up the plank."
407f8e81-9a21-4d21-ac02-dff9058fe61d_296_305,['407f8e81-9a21-4d21-ac02-dff9058fe61d_548_557'],#C C adjusts the planks on the table with both hands.,#C C picks up a polished plank from the table of planks with his left hand.,Pick up a polished one with one hand.," #C C picks up a polished piece of wood with one hand."
c0f3d0e4-9f20-4174-bb58-cb377df92255_1491_1500,['c0f3d0e4-9f20-4174-bb58-cb377df92255_1534_1543'],#C C transfers cloth from left hand to right hand,#C C transfers cloth from right hand to left hand,Switch hands.," #C C touches the staircase rail with his other hand."
c0f3d0e4-9f20-4174-bb58-cb377df92255_1534_1543,"['c0f3d0e4-9f20-4174-bb58-cb377df92255_1491_1500', 'c0f3d0e4-9f20-4174-bb58-cb377df92255_1569_1578']",#C C transfers cloth from right hand to left hand,#C C transfers cloth from left hand to right hand,Switch hands.," #C C cleans the handrail with the napkin in his right hand."
c0f3d0e4-9f20-4174-bb58-cb377df92255_1569_1578,['c0f3d0e4-9f20-4174-bb58-cb377df92255_1534_1543'],#C C transfers cloth from left hand to right hand,#C C transfers cloth from right hand to left hand,Switch hands.," #C C cleans the baluster with the napkin in his right hand."
1680e3e9-d3fc-4903-94d8-aa8e74016d74_255_264,['1680e3e9-d3fc-4903-94d8-aa8e74016d74_362_371'],#C C waters a plant with the hose in both hands,#C C moves forward with the hose in his hands,Move forward.," #C C moves forward while watering the yard with the hose in his right hand."
f6da2935-f18d-4ef4-9a50-8890d1cf796a_129_138,['f6da2935-f18d-4ef4-9a50-8890d1cf796a_0_4'],#C C dips the paint brush on the paint palette with his right hand,#C C holds a paint brush in his right hand,Just hold it.," #C C holds the brush."
f6da2935-f18d-4ef4-9a50-8890d1cf796a_243_252,['f6da2935-f18d-4ef4-9a50-8890d1cf796a_0_4'],#C C drops the paint brush on the floor with his right hand,#C C holds a paint brush in his right hand,Hold the brush.," #C C holds the paintbrush with her right hand."
f6da2935-f18d-4ef4-9a50-8890d1cf796a_0_4,['f6da2935-f18d-4ef4-9a50-8890d1cf796a_243_252'],#C C holds a paint brush in his right hand,#C C drops the paint brush on the floor with his right hand,Drop it.," #C C drops what's in her left hand."
f6da2935-f18d-4ef4-9a50-8890d1cf796a_0_4,['f6da2935-f18d-4ef4-9a50-8890d1cf796a_129_138'],#C C holds a paint brush in his right hand,#C C dips the paint brush on the paint palette with his right hand,Dip it into the paint palette.," #C C dips her right hand into the paint palette."
46fe43da-974a-4212-ad44-b98c30296909_1277_1286,['46fe43da-974a-4212-ad44-b98c30296909_1201_1210'],#C C picks a plastic bag from the table with his left hand.,#C C drops the plastic bag on the table.,Drop it on the table.," #C C drops the bag on the table."
777af83e-b317-4904-8851-9fa92a8d0d0b_565_574,['777af83e-b317-4904-8851-9fa92a8d0d0b_582_591'],#C C puts the brick on the grass,#C C picks another brick,Pick up another one.," #C C picks up an object in the compound."
777af83e-b317-4904-8851-9fa92a8d0d0b_582_591,['777af83e-b317-4904-8851-9fa92a8d0d0b_565_574'],#C C picks another brick,#C C puts the brick on the grass,Place it on the grass.," #C C places the stone on the grass."
6d3939f5-5636-43c7-94bb-86318392bd2d_225_234,['6d3939f5-5636-43c7-94bb-86318392bd2d_235_244'],#C C pats the knotted dough with her hands.,#C C picks up the knotted dough laying on the carbon paper with her hands.,Pick it up from the paper.," #C C picks the dough from the paper with her right hand"
6d3939f5-5636-43c7-94bb-86318392bd2d_235_244,['6d3939f5-5636-43c7-94bb-86318392bd2d_225_234'],#C C picks up the knotted dough laying on the carbon paper with her hands.,#C C pats the knotted dough with her hands.,Pat it.," #C C pats the parchment paper on the table."
1321d3aa-dc41-4bee-94a7-559536885b88_216_225,['1321d3aa-dc41-4bee-94a7-559536885b88_268_277'],#C C sprays the door.,#C C sprays the piece of cloth.,Spray the cloth instead.," #C C sprays the cloth."
1321d3aa-dc41-4bee-94a7-559536885b88_268_277,['1321d3aa-dc41-4bee-94a7-559536885b88_216_225'],#C C sprays the piece of cloth.,#C C sprays the door.,Spray the door instead.," #C C sprays the car door."
bedaa131-deae-4279-9fd4-5b6ab552644c_658_667,['bedaa131-deae-4279-9fd4-5b6ab552644c_610_619'],#C C drops the screw driver on the flor with his right hand. #Unsure,#C C drops the plier on the floor with his right hand.,Drop a different tool.," #C C drops a tool on the ground with his right hand"
bedaa131-deae-4279-9fd4-5b6ab552644c_610_619,['bedaa131-deae-4279-9fd4-5b6ab552644c_658_667'],#C C drops the plier on the floor with his right hand.,#C C drops the screw driver on the flor with his right hand. #Unsure,Change the tool.," #C C cuts the brake drum clip with a different tool."
f97a54fe-82ad-4a82-b611-08e6b860a082_29_38,"['f97a54fe-82ad-4a82-b611-08e6b860a082_45_54', 'f97a54fe-82ad-4a82-b611-08e6b860a082_142_151']",#C C removes the electric PVC back box from the wall,#C C puts electric PVC back box on the wall,Attach it to the wall.," #C C attaches paper to the wall"
f97a54fe-82ad-4a82-b611-08e6b860a082_45_54,['f97a54fe-82ad-4a82-b611-08e6b860a082_29_38'],#C C puts electric PVC back box on the wall,#C C removes the electric PVC back box from the wall,Remove it from the wall.," #C C removes the meter box from the wall."
f97a54fe-82ad-4a82-b611-08e6b860a082_142_151,['f97a54fe-82ad-4a82-b611-08e6b860a082_29_38'],#C C puts electric PVC back box on the wall,#C C removes the electric PVC back box from the wall,Remove it from the wall.," #C C removes the screwdriver from the wall."
b4a8cf83-6f0e-40ca-811a-f1e1435d501f_113_121,['b4a8cf83-6f0e-40ca-811a-f1e1435d501f_163_172'],#C C turns the tyre with the wheel turning stand.,#C C stops the tyre.,Stop the rotation.," #C C stops the wheel."
d78a57ea-da64-48e2-a406-abc8f84b9f85_2175_2184,['d78a57ea-da64-48e2-a406-abc8f84b9f85_2355_2364'],C C puts the electric nut driver down,#C C picks an electric nut driver,Pick it up.," #C C picks up the nut from the wheel."
d78a57ea-da64-48e2-a406-abc8f84b9f85_2355_2364,"['d78a57ea-da64-48e2-a406-abc8f84b9f85_2175_2184', 'd78a57ea-da64-48e2-a406-abc8f84b9f85_2110_2119']",#C C picks an electric nut driver,C C puts the electric nut driver down,Put it down.," #C C puts down the spanner"
d78a57ea-da64-48e2-a406-abc8f84b9f85_2110_2119,['d78a57ea-da64-48e2-a406-abc8f84b9f85_2355_2364'],#C C places the electric nut driver down,#C C picks an electric nut driver,Pick it up.," #C C picks up the drill."
8c524825-6b5f-46ae-b5dd-c4c8107ba88f_946_955,['8c524825-6b5f-46ae-b5dd-c4c8107ba88f_902_911'],#C C throws the leaves to the ground.,#C C picks up leaves from the ground.,Pick them up instead.," #C C picks them up."
8c524825-6b5f-46ae-b5dd-c4c8107ba88f_902_911,['8c524825-6b5f-46ae-b5dd-c4c8107ba88f_946_955'],#C C picks up leaves from the ground.,#C C throws the leaves to the ground.,Throw them down.," #C C throws the leaves down."
5a6434fd-e0ea-4777-b4d2-45845362f171_1113_1122,['5a6434fd-e0ea-4777-b4d2-45845362f171_1187_1196'],#C C knits the fabric with a crochet hook,#C C removes the crochet hook from the fabric,Remove the hook.," #C C removes the hook from the fabric."
0f809826-2ccb-4a75-abbd-81125f65994c_1032_1041,['0f809826-2ccb-4a75-abbd-81125f65994c_1076_1085'],#C C picks the vase.,#C C picks a kitchen slice crater.,Pick up the kitchen slice crater instead.," #C C picks up the kitchen slice grater from the shelf."
0f809826-2ccb-4a75-abbd-81125f65994c_1076_1085,['0f809826-2ccb-4a75-abbd-81125f65994c_1032_1041'],#C C picks a kitchen slice crater.,#C C picks the vase.,Pick up the vase instead.," #C C picks up the vase."
7a43089b-fad6-4ba2-8d3f-ba47c2efc61e_217_226,['7a43089b-fad6-4ba2-8d3f-ba47c2efc61e_1246_1255'],#C C drops the phone on the table with his left hand.,#C C drops the juice on the table.,Spill the juice instead.," #C C spills the juice on the table"
7a43089b-fad6-4ba2-8d3f-ba47c2efc61e_1246_1255,['7a43089b-fad6-4ba2-8d3f-ba47c2efc61e_217_226'],#C C drops the juice on the table.,#C C drops the phone on the table with his left hand.,Use the other hand and drop a phone instead.," #C C drops a phone on the table with his left hand."
2206d2df-ebea-4f46-a833-ae52ccbbcfb4_290_298,['2206d2df-ebea-4f46-a833-ae52ccbbcfb4_172_180'],#C C picks a tissue paper. #unsure,#C C picks a nut from the block cover.,Pick up the nut instead.," #C C picks up the nut in the workshop."
2206d2df-ebea-4f46-a833-ae52ccbbcfb4_290_298,['2206d2df-ebea-4f46-a833-ae52ccbbcfb4_290_298'],#C C picks a tissue paper. #unsure,#C C picks a tissue paper. #unsure,No action required.," #C C walks to the garage"
2206d2df-ebea-4f46-a833-ae52ccbbcfb4_0_5,['2206d2df-ebea-4f46-a833-ae52ccbbcfb4_290_298'],#C C drops the paper on a motorcycle.,#C C picks a tissue paper. #unsure,Pick up the tissue paper.," #C C picks up the tissue paper."
2206d2df-ebea-4f46-a833-ae52ccbbcfb4_172_180,['2206d2df-ebea-4f46-a833-ae52ccbbcfb4_290_298'],#C C picks a nut from the block cover.,#C C picks a tissue paper. #unsure,Pick up tissue paper instead.," #C C picks up tissue paper with his right hand."
8240bbf6-df43-4677-9508-b281558c5856_1596_1605,['8240bbf6-df43-4677-9508-b281558c5856_1548_1557'],#c c turns the skirt inside out,#c c looks at the skirt,Look at it.," #C C looks at the thread on the cloth"
8240bbf6-df43-4677-9508-b281558c5856_1548_1557,['8240bbf6-df43-4677-9508-b281558c5856_1596_1605'],#c c looks at the skirt,#c c turns the skirt inside out,Turn it inside out.," #C C turns the blouse inside out on the table."
8240bbf6-df43-4677-9508-b281558c5856_1691_1700,['8240bbf6-df43-4677-9508-b281558c5856_1707_1716'],#C C inserts the thread in the needle,#C C cuts the thread on the sewing machine,Cut it instead.," #C C cuts the thread with the scissors."
8240bbf6-df43-4677-9508-b281558c5856_1669_1678,['8240bbf6-df43-4677-9508-b281558c5856_1655_1664'],#C C sews the cloth with the sewing machine,#C C adjusts the cloth on the sewing machine,Adjust it on the machine.," #C C adjusts the cloth on the sewing machine"
8240bbf6-df43-4677-9508-b281558c5856_1768_1777,['8240bbf6-df43-4677-9508-b281558c5856_1655_1664'],#C C sews the cloth with the sewing machine,#C C adjusts the cloth on the sewing machine,Adjust the cloth instead.," #C C adjusts the cloth"
8240bbf6-df43-4677-9508-b281558c5856_1655_1664,"['8240bbf6-df43-4677-9508-b281558c5856_1669_1678', '8240bbf6-df43-4677-9508-b281558c5856_1655_1664']",#C C adjusts the cloth on the sewing machine,#C C sews the cloth with the sewing machine,Begin sewing.," #C C begins to sew the cloth."
5d672d4f-09fb-477e-8f05-136afa09f2e2_0_4,['5d672d4f-09fb-477e-8f05-136afa09f2e2_31_40'],#C C holds a claw bar.,#C C drops the claw bar on the floor.,Drop it.," #C C drops the knife."
70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_139_148,['70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_117_126'],#C C hits the gas tank with his right fist.,#C C removes the gas tank cover from the left side of the motorcycle with both hands.,Remove the cover using both hands.," #C C removes the motorcycle cover with both hands."
70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_23_32,['70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_117_126'],#C C attaches the gas tank cover to the motorcycle.,#C C removes the gas tank cover from the left side of the motorcycle with both hands.,Remove it instead.," #C C removes the engine filter."
70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_117_126,['70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_23_32'],#C C removes the gas tank cover from the left side of the motorcycle with both hands.,#C C attaches the gas tank cover to the motorcycle.,Attach it instead.," #C C attaches with his right hand."
70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_117_126,"['70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_45_54', '70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_139_148']",#C C removes the gas tank cover from the left side of the motorcycle with both hands.,#C C hits the gas tank with his right hand twice.,Tap it instead.," #C C taps the sticker on the motorcycle."
70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_45_54,['70c8bd4f-bfe1-4fb5-82ad-7d763cc28935_117_126'],#C C hits the gas tank with his right hand twice.,#C C removes the gas tank cover from the left side of the motorcycle with both hands.,Remove the cover with both hands.," #C C removes the motorcycle cover with both hands."
4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_1107_1116,"['4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_1043_1052', '4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_1043_1052']",#C C picks the iron from the floor #unsure,#C C puts the iron on the floor,Put it down.," #C C puts down the cloth."
4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_1027_1036,"['4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_922_931', '4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_1107_1116']",#C C puts the iron on the floor,#C C picks the iron from the floor,Pick it up.," #C C picks up the cloth."
4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_922_931,"['4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_1043_1052', '4cef0e73-9dbc-41d0-9b1a-bb655fb2a716_1043_1052']",#C C picks the iron from the floor,#C C puts the iron on the floor,Place it down.," #C C places the cloth down."
